region,match_time,team1,team1acro,team2,team2acro,game_ids,game_hashes,match_url
NALCS,2019-06-22T23:00:00.000+0000,Cloud9,C9,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=6e8a7604-642d-4f61-842f-b8cb41c7f200
NALCS,2019-06-23T00:00:00.000+0000,Counter Logic Gaming,CLG,FlyQuest,FLY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=3791dfac-8869-410a-a1a2-8c1c74520ba6
NALCS,2019-06-23T01:00:00.000+0000,Echo Fox,FOX,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=21a21015-ae7a-47f0-9779-d03483c70c53
NALCS,2019-06-23T19:00:00.000+0000,Cloud9,C9,Counter Logic Gaming,CLG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=696b4bcf-4b93-4a95-9882-eab3110b4ac6
NALCS,2019-06-23T20:00:00.000+0000,FlyQuest,FLY,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=93181bf3-6623-42da-bdce-c90270d2d64d
NALCS,2019-06-23T21:00:00.000+0000,Team Liquid,TL,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=0bd18df1-63c2-46f7-8e4a-5021ce0d64d6
NALCS,2019-06-23T22:00:00.000+0000,TSM,TSM,Golden Guardians,GGS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=93ab6fdc-0520-4f1e-ae85-7d75f34b7d99
NALCS,2019-06-23T23:00:00.000+0000,Echo Fox,FOX,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=7d3501e4-5752-4e71-ae90-70221dde4274
NALCS,2019-07-06T21:00:00.000+0000,Echo Fox,FOX,FlyQuest,FLY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=0743f1a7-8e27-4c91-994b-208ef573377e
NALCS,2019-07-06T22:00:00.000+0000,Cloud9,C9,Team Liquid,TL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=5b8ec882-1ffd-475e-bc30-d34206c8bbc4
NALCS,2019-07-06T23:00:00.000+0000,TSM,TSM,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=1a5d9698-21b4-468f-bcee-3a8f8618280e
NALCS,2019-07-07T00:00:00.000+0000,Golden Guardians,GGS,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=81a4523f-dab6-435a-9870-db20d724d012
NALCS,2019-07-07T01:00:00.000+0000,Counter Logic Gaming,CLG,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=37f9ca65-bde7-4b4e-baee-a1ae244b7265
NALCS,2019-07-07T19:00:00.000+0000,Echo Fox,FOX,Golden Guardians,GGS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=e720dcff-05d6-4429-88e6-65f80f507811
NALCS,2019-07-07T20:00:00.000+0000,Cloud9,C9,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=9f4f177f-095b-4497-a291-3263e87eeb96
NALCS,2019-07-07T21:00:00.000+0000,Team Liquid,TL,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=bcf9a669-0816-48c7-8360-b489c85ce1e6
NALCS,2019-07-07T22:00:00.000+0000,TSM,TSM,Counter Logic Gaming,CLG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=1ce62529-1b84-4f42-b14b-af7d89743671
NALCS,2019-07-07T23:00:00.000+0000,FlyQuest,FLY,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=3d13df1a-093d-49cc-bfb4-b7b8f2c5abb0
NALCS,2019-07-13T21:00:00.000+0000,Cloud9,C9,Echo Fox,FOX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=34c11a36-5ff2-4dbb-bcd0-9f3fc263cbfd
NALCS,2019-07-13T22:00:00.000+0000,FlyQuest,FLY,Golden Guardians,GGS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=376035ee-71ba-413a-967f-9977070a2c8f
NALCS,2019-07-13T23:00:00.000+0000,TSM,TSM,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=3c0a59e5-3d67-46c2-a558-f56ed8a65eec
NALCS,2019-07-14T00:00:00.000+0000,Counter Logic Gaming,CLG,Team Liquid,TL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=3c49bcf7-d9b7-4d33-91eb-a6907f6af709
NALCS,2019-07-14T01:00:00.000+0000,100 Thieves,100,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=6144fe8e-e14e-4ac8-85d5-58052e2723ad
NALCS,2019-07-14T19:00:00.000+0000,Team Liquid,TL,FlyQuest,FLY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=fc316e6d-8221-4097-8578-2544b9b81ccc
NALCS,2019-07-14T20:00:00.000+0000,TSM,TSM,Cloud9,C9,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=a8f1e524-b22b-446f-8ab1-6e6ecbeb3388
NALCS,2019-07-14T21:00:00.000+0000,Echo Fox,FOX,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=be1c50da-c7d9-4ca8-9a97-abdeadb69921
NALCS,2019-07-14T22:00:00.000+0000,Counter Logic Gaming,CLG,Golden Guardians,GGS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=531ad277-c07d-4bec-9962-32c9ae15e85d
NALCS,2019-07-14T23:00:00.000+0000,Clutch Gaming,CG,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=f218452a-9b44-45d6-80a5-5ac69ac76363
NALCS,2019-07-20T21:00:00.000+0000,Cloud9,C9,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=d464a2ed-c1a8-4c85-aea1-4a0a74058c4c
NALCS,2019-07-20T22:00:00.000+0000,TSM,TSM,Golden Guardians,GGS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=a526b209-eaaf-49f5-b9a6-e6a5bb486b52
NALCS,2019-07-20T23:00:00.000+0000,Echo Fox,FOX,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=e705713d-bdd5-4858-8971-56ad9b74944d
NALCS,2019-07-21T00:00:00.000+0000,Team Liquid,TL,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=5e01db6d-661b-4fc7-9f9b-2cd66619a976
NALCS,2019-07-21T01:00:00.000+0000,Counter Logic Gaming,CLG,FlyQuest,FLY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=99350506-5cf9-4313-bbb7-f9be28d23e01
NALCS,2019-07-21T19:00:00.000+0000,Team Liquid,TL,Golden Guardians,GGS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=335b77dd-593c-41c6-beeb-9359ded39055
NALCS,2019-07-21T20:00:00.000+0000,FlyQuest,FLY,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=eb0cee8b-a660-4daf-b73c-6fd4d797f52f
NALCS,2019-07-21T21:00:00.000+0000,TSM,TSM,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=ecdd91be-bb74-4a83-b66c-76331290d9d2
NALCS,2019-07-21T22:00:00.000+0000,Echo Fox,FOX,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=569ce04d-1d80-4ce3-8d8b-08b749544b80
NALCS,2019-07-21T23:00:00.000+0000,Cloud9,C9,Counter Logic Gaming,CLG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=977a22e2-41ed-483c-a0ac-28544d7e4130
NALCS,2019-07-27T21:00:00.000+0000,Team Liquid,TL,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=f6e358b2-0511-4925-ae5e-5a3dd6198c6e
NALCS,2019-07-27T22:00:00.000+0000,TSM,TSM,Echo Fox,FOX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=14e8241f-dd30-46f5-a3c2-517829f9023c
NALCS,2019-07-27T23:00:00.000+0000,Cloud9,C9,FlyQuest,FLY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=bc646573-3a4a-4b8c-89ac-60b8baedabab
NALCS,2019-07-28T00:00:00.000+0000,Counter Logic Gaming,CLG,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=d3dbe579-4f2a-48e8-880c-552431139fc7
NALCS,2019-07-28T01:00:00.000+0000,Golden Guardians,GGS,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=c789d112-664c-4f93-9ba5-987f1383dcb5
NALCS,2019-07-28T19:00:00.000+0000,Counter Logic Gaming,CLG,Echo Fox,FOX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=7c3dd1a8-b5a2-4e19-b9d2-3e418ed8b086
NALCS,2019-07-28T20:00:00.000+0000,TSM,TSM,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=bcfdc56d-83af-44b0-804f-7017b6ba84d9
NALCS,2019-07-28T21:00:00.000+0000,Cloud9,C9,Team Liquid,TL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=8e2f5c13-3a20-45c1-819d-5b38690d86d9
NALCS,2019-07-28T22:00:00.000+0000,FlyQuest,FLY,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=75fe8d5a-bf1d-4c7e-9b78-1b8d6c8f1107
NALCS,2019-07-28T23:00:00.000+0000,Golden Guardians,GGS,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=e8a98817-ade5-4e67-97e8-bf59f13caa98
NALCS,2019-08-03T21:00:00.000+0000,Cloud9,C9,Golden Guardians,GGS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=c18c728b-377f-4e41-9896-636d5c20c0d5
NALCS,2019-08-03T22:00:00.000+0000,TSM,TSM,FlyQuest,FLY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=1fee5144-efdd-4a2e-a877-7a68c4a70d84
NALCS,2019-08-03T23:00:00.000+0000,Team Liquid,TL,Echo Fox,FOX,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=e5f5b694-ea89-42a9-b3d7-a8196466dc33
NALCS,2019-08-04T00:00:00.000+0000,Clutch Gaming,CG,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=3e30d0b1-98ee-4f47-9207-5a63aac4409c
NALCS,2019-08-04T01:00:00.000+0000,Counter Logic Gaming,CLG,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=7886ae06-a630-4ffd-9491-6b8a54a445bb
NALCS,2019-08-04T19:00:00.000+0000,Echo Fox,FOX,FlyQuest,FLY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=a6dcafa5-6c97-41a5-a16a-3cab864c73e0
NALCS,2019-08-04T20:00:00.000+0000,Counter Logic Gaming,CLG,100 Thieves,100,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=fee3985b-9a9f-42e5-bb2d-47ad978dde13
NALCS,2019-08-04T21:00:00.000+0000,TSM,TSM,Team Liquid,TL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=62492cc2-dcec-42c0-82d9-f32ff398b762
NALCS,2019-08-04T22:00:00.000+0000,Cloud9,C9,OpTic Gaming,OPT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=de8cfd23-e369-40f6-909d-e0f3904dbd62
NALCS,2019-08-04T23:00:00.000+0000,Golden Guardians,GGS,Clutch Gaming,CG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=7550669e-96c5-48aa-b4f0-6bea50ceaf3c&matchId=cb7cc5ef-5990-45c9-9549-899969cb4997
,,,,,,,,
EULCS,2019-06-07T16:00:00.000+0000,Splyce,SPY,G2 Esports,G2,970306,ae9603eb10a18832,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=20adedc2-752c-4299-82c1-9df6168e0dfe
EULCS,2019-06-07T17:00:00.000+0000,Origen,OG,Team Vitality,VIT,970340,fb3326c8f82bb372,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=ef31e24d-489c-4c98-afff-0deea94a6bd6
EULCS,2019-06-07T18:00:00.000+0000,Misfits Gaming,MSF,Rogue,RGE,970352,8073f2d938751bb4,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=52220d14-2350-466d-9d8f-a5b3de45dcda
EULCS,2019-06-07T19:00:00.000+0000,Fnatic,FNC,SK Gaming,SK,970364,99c7623674ebcce2,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=d9e8a41b-9aff-45d2-bf99-0d90babd5718
EULCS,2019-06-07T20:00:00.000+0000,Schalke 04,S04,Excel Esports,XL,970378,b0df758ab7c6639f,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=46dc391f-d2b5-4fd4-8a3c-c2943d861a1f
EULCS,2019-06-08T15:00:00.000+0000,Excel Esports,XL,Rogue,RGE,970435,56123b4676b64f54,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=64d67344-f5f5-49a4-a6f5-2b9f675d0147
EULCS,2019-06-08T16:00:00.000+0000,SK Gaming,SK,Schalke 04,S04,970456,264c191539d82883,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=bef5561d-e087-4c5d-b7ed-15b3db70dd68
EULCS,2019-06-08T17:00:00.000+0000,Splyce,SPY,Team Vitality,VIT,970463,9a6a3ab16ef4ef9e,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=b2e733a2-c150-40a2-840d-33f378a5650d
EULCS,2019-06-08T18:00:00.000+0000,Fnatic,FNC,Misfits Gaming,MSF,970468,5cc1b97b6ea3548a,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=f51008a2-7b56-4645-ac4a-7ccadf1d7118
EULCS,2019-06-08T19:00:00.000+0000,Origen,OG,G2 Esports,G2,970478,d4eb18188ec747c6,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=92835b14-58d6-4799-b17a-4393a3d9d769
EULCS,2019-06-14T16:00:00.000+0000,Misfits Gaming,MSF,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=96c80b6b-2ddd-4a5e-8faa-3754392682b9
EULCS,2019-06-14T17:00:00.000+0000,Team Vitality,VIT,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=ce39364a-8524-4211-8429-9d3168cfdb83
EULCS,2019-06-14T18:00:00.000+0000,Fnatic,FNC,Origen,OG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=5ecc88cc-847e-4713-8ab2-279d8aa24bcd
EULCS,2019-06-14T19:00:00.000+0000,Schalke 04,S04,Splyce,SPY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=f1b02ed5-cfe8-4eb7-ba27-60ef4fdcd790
EULCS,2019-06-14T20:00:00.000+0000,SK Gaming,SK,G2 Esports,G2,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=f793863c-bfda-49b5-a011-883bb3b2233b
EULCS,2019-06-15T15:00:00.000+0000,Splyce,SPY,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=2e8a90b1-090d-4af9-a293-31e2a25605a3
EULCS,2019-06-15T16:00:00.000+0000,SK Gaming,SK,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=8f3de647-ff45-4ba5-acc0-f333e8b4d890
EULCS,2019-06-15T17:00:00.000+0000,Origen,OG,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=8a00e571-57e2-47a6-a462-35f2d7660d07
EULCS,2019-06-15T18:00:00.000+0000,Fnatic,FNC,Schalke 04,S04,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=34f3c9ef-e757-401b-b6ed-12d9aa1e922a
EULCS,2019-06-15T19:00:00.000+0000,G2 Esports,G2,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=4ba10e53-b032-41b6-bb01-4472d5e58e16
EULCS,2019-06-21T16:00:00.000+0000,Schalke 04,S04,Origen,OG,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=a2593119-1e82-4036-9ab3-5e61a17d7b4d
EULCS,2019-06-21T17:00:00.000+0000,SK Gaming,SK,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=69b57b6b-e276-433c-833f-9fc78292ab83
EULCS,2019-06-21T18:00:00.000+0000,Fnatic,FNC,G2 Esports,G2,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=08eb2702-bd42-4d68-aef1-b0c1f17312fe
EULCS,2019-06-21T19:00:00.000+0000,Splyce,SPY,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=a8e5f117-6ec1-4af3-bb1e-6c2f08d72048
EULCS,2019-06-21T20:00:00.000+0000,Team Vitality,VIT,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=ad74697f-cb3f-479e-a8d6-4a3082bf830f
EULCS,2019-06-22T15:00:00.000+0000,Schalke 04,S04,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=39998842-1db0-48f1-b370-355f6a93a909
EULCS,2019-06-22T16:00:00.000+0000,SK Gaming,SK,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=7727c33c-1788-47fc-9f15-11a50c7a5489
EULCS,2019-06-22T17:00:00.000+0000,G2 Esports,G2,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=0082f23e-c90a-4661-92ac-5c5211d91b15
EULCS,2019-06-22T18:00:00.000+0000,Origen,OG,Splyce,SPY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=bb484c63-97ce-44ef-96ce-cfd27b65d824
EULCS,2019-06-22T19:00:00.000+0000,Fnatic,FNC,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=86f8f7fb-ae07-4055-abed-4be1f75e08c8
EULCS,2019-07-12T16:00:00.000+0000,SK Gaming,SK,Splyce,SPY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=0dea62dd-279b-4189-ad81-fa8e1203d158
EULCS,2019-07-12T17:00:00.000+0000,Schalke 04,S04,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=02d6923c-fc6f-40fe-9083-6efdd00e6f7a
EULCS,2019-07-12T18:00:00.000+0000,Fnatic,FNC,Team Vitality,VIT,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=a79a2bb5-5585-4c95-9548-ff860480d46d
EULCS,2019-07-12T19:00:00.000+0000,Origen,OG,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=4cdb8483-ca47-4f75-b80b-ebadca39eff8
EULCS,2019-07-12T20:00:00.000+0000,G2 Esports,G2,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=6e785b06-ed4c-4f50-b272-98cb89a65803
EULCS,2019-07-13T15:00:00.000+0000,Team Vitality,VIT,Misfits Gaming,MSF,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=0bf08df8-246b-41d3-97e1-d15c7ca56def
EULCS,2019-07-13T16:00:00.000+0000,SK Gaming,SK,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=441a01ae-90ee-40a4-910b-6ee74e4ba33f
EULCS,2019-07-13T17:00:00.000+0000,Fnatic,FNC,Splyce,SPY,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=1145abf6-5728-428f-b5d6-e5dcf1684667
EULCS,2019-07-13T18:00:00.000+0000,Origen,OG,Rogue,RGE,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=f0239e4a-ad1e-4f7e-9e8a-b1bc1813c4d6
EULCS,2019-07-13T19:00:00.000+0000,Schalke 04,S04,G2 Esports,G2,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=a46370d0-d70c-4a8c-b504-d87405f8676a
EULCS,2019-07-19T16:00:00.000+0000,G2 Esports,G2,Excel Esports,XL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=27bce89f-6fba-440b-a9e6-7ea6ebe103be&matchId=4f86d8d9-a3df-4de2-b87b-46cbcfd63e10
