region,match_time,team1,team1acro,team2,team2acro,game_ids,game_hashes,match_url
TCL,2019-06-16T13:00:00.000+0000,Galatasaray Espor,GS,Bursaspor Esports,BUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=5e17a22c-b4f1-4ff6-9197-8bda3877558f
TCL,2019-06-16T14:00:00.000+0000,Royal Youth,RYL,İstanbul Wildcats,IW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=87445e42-e695-4133-977c-08f698889103
TCL,2019-06-16T15:00:00.000+0000,GALAKTICOS,GAL,1907 Fenerbahçe Espor,FB,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=43e45004-d8f6-4116-8abb-6fc35403c806
TCL,2019-06-21T14:00:00.000+0000,Dark Passage,DP,Royal Youth,RYL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=981a49d1-d724-490a-9cb3-cc1a9657d233
TCL,2019-06-21T15:00:00.000+0000,GALAKTICOS,GAL,Galatasaray Espor,GS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=b33c14a8-4123-4d6a-8fda-a0619d7d463c
TCL,2019-06-21T16:00:00.000+0000,Bahçeşehir SuperMassive,SUP,Beşiktaş,BJK,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=b88ade30-5965-4ab3-9dd2-313a1ee3a7bd
TCL,2019-06-21T17:00:00.000+0000,1907 Fenerbahçe Espor,FB,İstanbul Wildcats,IW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=2e95fb86-f67a-465f-857c-8dbda17e3f6a
TCL,2019-06-21T18:00:00.000+0000,Doğuş Üni Aurora,AUR,Bursaspor Esports,BUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=3b68f508-33b0-4b60-b6b4-1ee7af0a8881
TCL,2019-06-22T11:00:00.000+0000,Dark Passage,DP,İstanbul Wildcats,IW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=c8367443-7a00-4200-8ad5-cb2473e7bed8
TCL,2019-06-22T12:00:00.000+0000,GALAKTICOS,GAL,Doğuş Üni Aurora,AUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=3c104c64-4794-442a-992b-6626548e4b77
TCL,2019-06-22T13:00:00.000+0000,1907 Fenerbahçe Espor,FB,Galatasaray Espor,GS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=3d240fe2-1df2-4ee7-9fc1-d62272f3cdc1
TCL,2019-06-22T14:00:00.000+0000,Royal Youth,RYL,Beşiktaş,BJK,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=bde49ab6-f6d6-4f41-8e5c-d118f44b36e6
TCL,2019-06-22T15:00:00.000+0000,Bahçeşehir SuperMassive,SUP,Bursaspor Esports,BUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=8823d5a6-a5a6-499a-8a32-49af7b2d5c12
TCL,2019-06-29T11:00:00.000+0000,Royal Youth,RYL,Bursaspor Esports,BUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=4e0f3687-ca2e-4ad1-8dbd-5fcc048bbcd7
TCL,2019-06-29T12:00:00.000+0000,Galatasaray Espor,GS,Doğuş Üni Aurora,AUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=6b4bf932-94f0-4e98-9771-c6509943dfdb
TCL,2019-06-29T13:00:00.000+0000,Dark Passage,DP,1907 Fenerbahçe Espor,FB,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=9f5019cf-9b9f-4aea-9b22-406d994251b0
TCL,2019-06-29T14:00:00.000+0000,Bahçeşehir SuperMassive,SUP,GALAKTICOS,GAL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=93480d25-0d38-4cfd-9613-281fdf8610fd
TCL,2019-06-29T15:00:00.000+0000,Beşiktaş,BJK,İstanbul Wildcats,IW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=58e0f4d7-c3ba-44e4-81e5-e3b8ae68ca8f
TCL,2019-06-30T11:00:00.000+0000,Bahçeşehir SuperMassive,SUP,Galatasaray Espor,GS,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=05baf9fb-a2c6-4708-a4ea-1a19669129e3
TCL,2019-06-30T12:00:00.000+0000,GALAKTICOS,GAL,Royal Youth,RYL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=446376a2-7279-4262-ae38-6e2f51db9103
TCL,2019-06-30T13:00:00.000+0000,Bursaspor Esports,BUR,İstanbul Wildcats,IW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=e9d05124-2e14-4682-8b28-3b4229826325
TCL,2019-06-30T14:00:00.000+0000,1907 Fenerbahçe Espor,FB,Doğuş Üni Aurora,AUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=fad25491-d7f3-4375-a54e-5a3d2d866d97
TCL,2019-06-30T15:00:00.000+0000,Dark Passage,DP,Beşiktaş,BJK,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=99b2c1ec-d94d-42bb-9336-69190a4d6743
TCL,2019-07-06T11:00:00.000+0000,Galatasaray Espor,GS,Royal Youth,RYL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=e8fa2dfc-4f40-47f1-870f-7fcf5a98fc1d
TCL,2019-07-06T12:00:00.000+0000,GALAKTICOS,GAL,İstanbul Wildcats,IW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=a50ad358-5523-4298-98a5-9f0ced033893
TCL,2019-07-06T13:00:00.000+0000,1907 Fenerbahçe Espor,FB,Beşiktaş,BJK,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=c43770b6-bb0d-45f8-b561-dffa548be21d
TCL,2019-07-06T14:00:00.000+0000,Dark Passage,DP,Bursaspor Esports,BUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=b60b1e04-de8b-4eb6-8373-7f8cfe3ba145
TCL,2019-07-06T15:00:00.000+0000,Bahçeşehir SuperMassive,SUP,Doğuş Üni Aurora,AUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=311e6331-6710-4990-b880-e4386c2f04ec
TCL,2019-07-07T11:00:00.000+0000,Beşiktaş,BJK,Bursaspor Esports,BUR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=38ddd6b9-065f-4af7-89b2-34c9dace0d10
TCL,2019-07-07T12:00:00.000+0000,Galatasaray Espor,GS,İstanbul Wildcats,IW,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=f16d0090-d71c-4516-8878-ff9780c942cd
TCL,2019-07-07T13:00:00.000+0000,Doğuş Üni Aurora,AUR,Royal Youth,RYL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=46375d7b-5745-4dc9-aa5a-4a7fc25ecdf0
TCL,2019-07-07T14:00:00.000+0000,Dark Passage,DP,GALAKTICOS,GAL,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=c0768116-ca0b-4e28-a072-3d3c7f500c4b
TCL,2019-07-07T15:00:00.000+0000,Bahçeşehir SuperMassive,SUP,1907 Fenerbahçe Espor,FB,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=a36bf130-6362-410f-862b-f2f2661bffa6&matchId=2dde9112-0fb2-44d5-9560-220ae25c9262
,,,,,,,,
OPL,2019-06-07T06:00:00.000+0000,Dire Wolves,DW,Legacy Esports,LGC,1141454,237ca70ee251c8fe,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=c155ce7c-cfde-4bbd-966f-d6260e10ed5a
OPL,2019-06-07T07:00:00.000+0000,Bombers,BMR,Order,ORD,1141465,fb049da5bab7a847,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=2faf88c1-6965-47b3-8cae-2648ad9582a6
OPL,2019-06-07T08:00:00.000+0000,Avant Gaming,AV,Gravitas,GRV,1141504,c34f7a58fb818b9a,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=425dd284-8461-4c7e-a69a-34f744bdd6c6
OPL,2019-06-07T09:00:00.000+0000,The Chiefs Esports Club,CHF,MAMMOTH,MMM,1141515,53ad170ac9274f7d,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=df712aed-4afb-4201-86bc-45f1d3ba2d6f
OPL,2019-06-08T06:00:00.000+0000,MAMMOTH,MMM,Gravitas,GRV,1141707,dcf78ab80f4a6ca0,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=8cfcc271-acf2-4f6e-8f07-edcde18d0640
OPL,2019-06-08T07:00:00.000+0000,Legacy Esports,LGC,Order,ORD,1141731,c48fb949b38f1778,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=c20c0ea1-16b4-47d3-833d-60d1f6b55908
OPL,2019-06-08T08:00:00.000+0000,Avant Gaming,AV,Bombers,BMR,1141759,47cd153df9f1ac6b,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=70a1ef7a-72df-4069-ab2c-4f1f2e84d068
OPL,2019-06-08T09:00:00.000+0000,The Chiefs Esports Club,CHF,Dire Wolves,DW,1141771,58c4a13337292c25,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=6c7f6997-01e4-4e58-9499-cb547050e1fc
OPL,2019-06-14T06:00:00.000+0000,The Chiefs Esports Club,CHF,Gravitas,GRV,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=f7b59969-f6df-47b9-9746-dd29e399cde6
OPL,2019-06-14T07:00:00.000+0000,Avant Gaming,AV,Legacy Esports,LGC,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=041779ea-62cb-44f8-936d-0440937aed16
OPL,2019-06-14T08:00:00.000+0000,Dire Wolves,DW,Order,ORD,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=25b19029-4c8c-4fa1-9bd4-cb366284203f
OPL,2019-06-14T09:00:00.000+0000,Bombers,BMR,MAMMOTH,MMM,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=62e1c9ef-6d0b-4247-a574-c3b26c640a7c
OPL,2019-06-15T06:00:00.000+0000,Dire Wolves,DW,Gravitas,GRV,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=991fa4c6-c859-4244-a0bc-57e8d033951b
OPL,2019-06-15T07:00:00.000+0000,The Chiefs Esports Club,CHF,Bombers,BMR,,,https://api.lolesports.com/api/v2/highlanderMatchDetails?tournamentId=808ea0d5-d67e-490a-957f-4a806f27224e&matchId=78d27c09-fb8f-4c32-9ac4-9c9448f7c486
